timestamp,open,high,low,close,volume
2024-01-15 13:00:00,50000.00,50108.58,49977.54,50096.37,113.72
2024-01-15 13:01:00,50096.37,50100.63,50043.83,50089.61,173.31
2024-01-15 13:02:00,50089.61,50109.97,49998.99,50034.93,195.56
2024-01-15 13:03:00,50034.93,50042.15,49957.68,49999.86,144.34
2024-01-15 13:04:00,49999.86,50049.74,49983.97,50048.24,106.34
2024-01-15 13:05:00,50048.24,50101.39,50039.16,50080.44,149.99
2024-01-15 13:06:00,50080.44,50122.21,49982.98,49987.57,126.82
2024-01-15 13:07:00,49987.57,50010.70,49893.26,49925.15,118.63
2024-01-15 13:08:00,49925.15,49941.55,49888.30,49914.42,94.82
2024-01-15 13:09:00,49914.42,49927.15,49860.04,49878.87,134.17
2024-01-15 13:10:00,49878.87,49906.25,49787.37,49796.94,103.04
2024-01-15 13:11:00,49796.94,49845.27,49790.95,49807.07,163.78
2024-01-15 13:12:00,49807.07,49825.04,49762.62,49787.75,197.57
2024-01-15 13:13:00,49787.75,49789.62,49713.53,49735.27,100.91
2024-01-15 13:14:00,49735.27,49764.91,49700.61,49721.63,196.99
2024-01-15 13:15:00,49721.63,49796.85,49686.71,49778.87,124.54
2024-01-15 13:16:00,49778.87,49841.74,49762.66,49813.68,129.50
2024-01-15 13:17:00,49813.68,49848.97,49778.76,49788.41,87.87
2024-01-15 13:18:00,49788.41,49806.55,49697.40,49742.51,171.43
2024-01-15 13:19:00,49742.51,49778.02,49645.55,49673.89,191.70
2024-01-15 13:20:00,49673.89,49771.14,49633.22,49728.50,95.31
2024-01-15 13:21:00,49728.50,49742.32,49698.08,49724.54,162.94
2024-01-15 13:22:00,49724.54,49769.44,49713.16,49747.27,109.16
2024-01-15 13:23:00,49747.27,49775.12,49737.22,49772.89,156.77
2024-01-15 13:24:00,49772.89,49861.79,49764.69,49824.17,145.65
2024-01-15 13:25:00,49824.17,49902.37,49821.37,49856.66,101.47
2024-01-15 13:26:00,49856.66,49860.34,49834.44,49843.17,177.03
2024-01-15 13:27:00,49843.17,49911.30,49795.36,49908.70,187.82
2024-01-15 13:28:00,49908.70,49917.01,49813.62,49827.06,181.73
2024-01-15 13:29:00,49827.06,49859.23,49688.27,49734.01,183.61
2024-01-15 13:30:00,49734.01,49742.66,49599.32,49617.80,114.85
2024-01-15 13:31:00,49617.80,49663.47,49550.89,49551.65,175.83
2024-01-15 13:32:00,49551.65,49589.45,49414.24,49428.82,180.96
2024-01-15 13:33:00,49428.82,49445.89,49260.29,49291.70,85.83
2024-01-15 13:34:00,49291.70,49308.92,49156.17,49168.94,114.14
2024-01-15 13:35:00,49168.94,49181.25,49016.35,49047.56,182.60
2024-01-15 13:36:00,49047.56,49080.29,48962.41,48965.58,148.88
2024-01-15 13:37:00,48965.58,48999.54,48879.50,48881.56,86.35
2024-01-15 13:38:00,48881.56,48887.25,48757.93,48805.09,132.55
2024-01-15 13:39:00,48805.09,48807.27,48659.50,48704.35,125.41
2024-01-15 13:40:00,48704.35,48731.25,48547.14,48557.61,102.96
2024-01-15 13:41:00,48557.61,48562.65,48447.14,48482.48,135.84
2024-01-15 13:42:00,48482.48,48494.55,48366.41,48367.99,140.51
2024-01-15 13:43:00,48367.99,48392.35,48285.61,48297.87,116.65
2024-01-15 13:44:00,48297.87,48309.08,48188.37,48198.69,86.47
2024-01-15 13:45:00,48198.69,48207.90,48034.68,48048.73,117.87
2024-01-15 13:46:00,48048.73,48089.23,47990.70,47996.18,106.12
2024-01-15 13:47:00,47996.18,48001.57,47891.12,47921.85,140.45
2024-01-15 13:48:00,47921.85,47964.44,47811.68,47859.44,146.70
2024-01-15 13:49:00,47859.44,47888.78,47715.60,47761.04,151.83
2024-01-15 13:50:00,47761.04,47802.58,47679.11,47710.74,187.52
2024-01-15 13:51:00,47710.74,47722.55,47593.74,47600.01,126.50
2024-01-15 13:52:00,47600.01,47615.45,47429.89,47466.32,102.96
2024-01-15 13:53:00,47466.32,47507.31,47336.27,47344.38,152.14
2024-01-15 13:54:00,47344.38,47375.21,47274.77,47291.67,91.75
2024-01-15 13:55:00,47291.67,47324.17,47144.04,47182.37,138.19
2024-01-15 13:56:00,47182.37,47188.63,47026.10,47059.82,192.67
2024-01-15 13:57:00,47059.82,47104.88,46954.38,46983.90,130.71
2024-01-15 13:58:00,46983.90,47021.64,46878.31,46910.63,169.77
2024-01-15 13:59:00,46910.63,46915.65,46781.16,46782.37,185.56
2024-01-15 14:00:00,46782.37,46829.09,46719.45,46753.27,141.46
2024-01-15 14:01:00,46753.27,46803.72,46750.40,46765.34,131.35
2024-01-15 14:02:00,46765.34,46860.85,46733.51,46829.09,174.46
2024-01-15 14:03:00,46829.09,46831.78,46775.68,46819.86,93.52
2024-01-15 14:04:00,46819.86,46822.98,46803.24,46820.91,173.58
2024-01-15 14:05:00,46820.91,46905.89,46777.07,46894.83,102.70
2024-01-15 14:06:00,46894.83,46957.51,46859.21,46919.06,150.33
2024-01-15 14:07:00,46919.06,47022.53,46870.63,46984.16,167.55
2024-01-15 14:08:00,46984.16,46994.07,46872.95,46910.16,175.78
2024-01-15 14:09:00,46910.16,46961.29,46873.68,46948.08,110.38
2024-01-15 14:10:00,46948.08,47060.93,46928.79,47011.58,175.42
2024-01-15 14:11:00,47011.58,47032.16,46888.37,46917.69,93.62
2024-01-15 14:12:00,46917.69,46935.63,46916.88,46934.48,131.06
2024-01-15 14:13:00,46934.48,46957.10,46927.86,46956.71,167.71
2024-01-15 14:14:00,46956.71,46985.73,46907.03,46914.79,177.07
2024-01-15 14:15:00,46914.79,46945.34,46833.92,46857.73,170.04
2024-01-15 14:16:00,46857.73,46898.87,46763.87,46780.23,90.55
2024-01-15 14:17:00,46780.23,46879.70,46738.86,46870.19,152.40
2024-01-15 14:18:00,46870.19,46900.45,46834.89,46879.86,129.92
2024-01-15 14:19:00,46879.86,46949.04,46871.63,46937.62,134.57
2024-01-15 14:20:00,46937.62,46958.80,46849.39,46885.82,83.66
2024-01-15 14:21:00,46885.82,46994.67,46884.44,46961.60,195.65
2024-01-15 14:22:00,46961.60,47077.82,46958.27,47050.49,154.44
2024-01-15 14:23:00,47050.49,47063.12,46978.95,47020.54,121.86
2024-01-15 14:24:00,47020.54,47038.65,46989.68,47020.18,93.16
2024-01-15 14:25:00,47020.18,47126.36,47013.16,47104.68,191.88
2024-01-15 14:26:00,47104.68,47139.15,47030.50,47034.16,128.02
2024-01-15 14:27:00,47034.16,47056.97,46986.15,46989.77,149.46
2024-01-15 14:28:00,46989.77,46998.12,46893.97,46895.70,124.59
2024-01-15 14:29:00,46895.70,46987.46,46879.30,46949.97,157.40
2024-01-15 14:30:00,46949.97,46993.07,46901.38,46922.02,85.89
2024-01-15 14:31:00,46922.02,46937.04,46862.56,46891.12,199.49
2024-01-15 14:32:00,46891.12,46978.76,46882.57,46937.67,188.26
2024-01-15 14:33:00,46937.67,46977.59,46887.40,46921.51,150.94
2024-01-15 14:34:00,46921.51,46931.95,46815.82,46861.85,89.60
2024-01-15 14:35:00,46861.85,46948.13,46842.13,46931.22,187.81
2024-01-15 14:36:00,46931.22,47016.94,46924.04,46983.62,192.58
2024-01-15 14:37:00,46983.62,47047.64,46936.57,47045.77,174.36
2024-01-15 14:38:00,47045.77,47072.95,46933.93,46969.05,92.00
2024-01-15 14:39:00,46969.05,47003.99,46888.38,46912.71,151.83
2024-01-15 14:40:00,46912.71,46961.68,46891.57,46912.42,184.71
2024-01-15 14:41:00,46912.42,47021.60,46894.66,46995.40,131.37
2024-01-15 14:42:00,46995.40,46999.57,46891.06,46909.83,148.89
2024-01-15 14:43:00,46909.83,46929.63,46839.78,46857.82,197.15
2024-01-15 14:44:00,46857.82,46963.35,46849.86,46951.70,89.60
2024-01-15 14:45:00,46951.70,46996.56,46925.27,46933.45,117.64
2024-01-15 14:46:00,46933.45,46942.40,46861.62,46872.14,93.46
2024-01-15 14:47:00,46872.14,46908.44,46816.83,46847.98,128.05
2024-01-15 14:48:00,46847.98,46892.80,46805.89,46862.03,139.38
2024-01-15 14:49:00,46862.03,46939.07,46830.56,46926.39,150.25
2024-01-15 14:50:00,46926.39,46929.44,46808.24,46851.04,104.15
2024-01-15 14:51:00,46851.04,46853.97,46768.67,46786.38,136.83
2024-01-15 14:52:00,46786.38,46881.35,46747.11,46847.42,100.42
2024-01-15 14:53:00,46847.42,46957.33,46831.86,46932.40,183.49
2024-01-15 14:54:00,46932.40,46948.59,46871.91,46901.04,148.16
2024-01-15 14:55:00,46901.04,46906.73,46792.03,46812.10,152.37
2024-01-15 14:56:00,46812.10,46845.69,46749.52,46789.87,170.66
2024-01-15 14:57:00,46789.87,46870.29,46775.11,46858.61,173.88
2024-01-15 14:58:00,46858.61,46896.58,46834.71,46884.67,101.06
2024-01-15 14:59:00,46884.67,46898.25,46822.47,46855.22,135.15
2024-01-15 15:00:00,46855.22,46870.05,46759.26,46762.13,143.62
2024-01-15 15:01:00,46762.13,46815.99,46740.31,46797.10,146.05
2024-01-15 15:02:00,46797.10,46926.09,46755.93,46893.86,120.78
2024-01-15 15:03:00,46893.86,46922.63,46810.01,46843.00,81.82
2024-01-15 15:04:00,46843.00,46891.23,46724.73,46750.60,86.59
2024-01-15 15:05:00,46750.60,46811.34,46709.98,46794.09,165.80
2024-01-15 15:06:00,46794.09,46904.90,46756.97,46860.69,114.16
2024-01-15 15:07:00,46860.69,46983.07,46814.42,46939.76,116.01
2024-01-15 15:08:00,46939.76,47020.12,46890.84,46973.36,150.06
2024-01-15 15:09:00,46973.36,47020.33,46896.72,46922.06,167.31
2024-01-15 15:10:00,46922.06,46991.34,46889.95,46953.75,105.33
2024-01-15 15:11:00,46953.75,47033.56,46914.02,46986.19,150.52
2024-01-15 15:12:00,46986.19,47022.50,46896.50,46921.58,103.98
2024-01-15 15:13:00,46921.58,47002.94,46888.52,46967.63,190.81
2024-01-15 15:14:00,46967.63,47023.99,46945.41,47003.56,100.36
2024-01-15 15:15:00,47003.56,47005.90,46943.36,46954.54,91.52
2024-01-15 15:16:00,46954.54,46963.36,46829.42,46859.59,147.36
2024-01-15 15:17:00,46859.59,46892.44,46794.99,46838.44,86.28
2024-01-15 15:18:00,46838.44,46884.92,46780.60,46785.26,186.70
2024-01-15 15:19:00,46785.26,46796.67,46694.51,46716.18,199.58
2024-01-15 15:20:00,46716.18,46759.36,46606.24,46616.44,98.10
2024-01-15 15:21:00,46616.44,46662.90,46588.87,46618.83,98.92
2024-01-15 15:22:00,46618.83,46651.86,46549.00,46561.49,121.55
2024-01-15 15:23:00,46561.49,46571.24,46417.72,46467.33,134.26
2024-01-15 15:24:00,46467.33,46503.41,46417.64,46428.54,126.15
2024-01-15 15:25:00,46428.54,46429.39,46405.10,46410.90,160.04
2024-01-15 15:26:00,46410.90,46444.34,46366.51,46381.13,169.60
2024-01-15 15:27:00,46381.13,46506.09,46366.57,46463.69,81.61
2024-01-15 15:28:00,46463.69,46520.89,46434.63,46492.18,139.66
2024-01-15 15:29:00,46492.18,46506.15,46415.18,46438.32,170.59
2024-01-15 15:30:00,46438.32,46476.35,46337.58,46377.68,185.21
2024-01-15 15:31:00,46377.68,46400.59,46321.22,46343.44,113.51
2024-01-15 15:32:00,46343.44,46374.72,46314.43,46324.71,123.71
2024-01-15 15:33:00,46324.71,46357.93,46276.52,46347.37,138.87
2024-01-15 15:34:00,46347.37,46456.25,46339.85,46420.48,167.90
2024-01-15 15:35:00,46420.48,46447.67,46331.06,46338.87,133.65
2024-01-15 15:36:00,46338.87,46381.87,46264.29,46265.41,94.00
2024-01-15 15:37:00,46265.41,46302.47,46139.70,46173.40,111.10
2024-01-15 15:38:00,46173.40,46224.78,46127.34,46179.24,170.30
2024-01-15 15:39:00,46179.24,46197.48,46123.05,46154.46,91.75
2024-01-15 15:40:00,46154.46,46174.46,46026.10,46064.23,172.67
2024-01-15 15:41:00,46064.23,46101.83,46028.59,46062.93,100.90
2024-01-15 15:42:00,46062.93,46100.98,45993.32,46011.09,114.12
2024-01-15 15:43:00,46011.09,46031.92,45959.24,45997.63,192.47
2024-01-15 15:44:00,45997.63,46030.92,45894.22,45915.04,142.68
2024-01-15 15:45:00,45915.04,45961.20,45879.31,45886.91,189.95
2024-01-15 15:46:00,45886.91,46027.94,45847.93,45981.21,171.78
2024-01-15 15:47:00,45981.21,46056.24,45934.79,46022.54,197.95
2024-01-15 15:48:00,46022.54,46052.27,45896.55,45925.36,101.11
2024-01-15 15:49:00,45925.36,46028.30,45892.66,45996.89,84.48
2024-01-15 15:50:00,45996.89,46045.86,45961.41,46014.37,184.51
2024-01-15 15:51:00,46014.37,46116.21,46002.72,46073.95,186.96
2024-01-15 15:52:00,46073.95,46092.28,46052.06,46086.55,121.91
2024-01-15 15:53:00,46086.55,46108.59,46065.44,46076.25,82.85
2024-01-15 15:54:00,46076.25,46090.78,45958.88,45997.17,133.79
2024-01-15 15:55:00,45997.17,46002.76,45909.91,45918.73,160.79
2024-01-15 15:56:00,45918.73,45953.72,45860.71,45905.94,101.71
2024-01-15 15:57:00,45905.94,46023.26,45884.00,45985.24,86.25
2024-01-15 15:58:00,45985.24,45997.71,45966.49,45974.38,137.62
2024-01-15 15:59:00,45974.38,46007.76,45904.58,45914.16,126.87
2024-01-15 16:00:00,45914.16,45930.52,45787.37,45830.37,128.77
2024-01-15 16:01:00,45830.37,45931.35,45828.46,45894.75,134.50
2024-01-15 16:02:00,45894.75,45967.68,45876.17,45925.37,91.77
2024-01-15 16:03:00,45925.37,45939.98,45869.78,45914.79,142.63
2024-01-15 16:04:00,45914.79,45939.42,45820.70,45840.47,100.45
