timestamp,open,high,low,close,volume
2024-01-15 13:00:00,50000.00,50119.40,49998.17,50076.61,187.79
2024-01-15 13:01:00,50076.61,50109.45,50009.12,50010.35,176.25
2024-01-15 13:02:00,50010.35,50012.59,49922.25,49936.85,177.11
2024-01-15 13:03:00,49936.85,49941.73,49907.04,49939.81,96.02
2024-01-15 13:04:00,49939.81,49954.72,49897.72,49919.90,156.17
2024-01-15 13:05:00,49919.90,50050.60,49913.64,50003.42,118.11
2024-01-15 13:06:00,50003.42,50055.10,49978.85,50024.81,161.79
2024-01-15 13:07:00,50024.81,50041.24,49903.34,49953.29,191.28
2024-01-15 13:08:00,49953.29,50041.20,49931.41,50027.37,114.44
2024-01-15 13:09:00,50027.37,50151.49,49993.72,50122.18,81.47
2024-01-15 13:10:00,50122.18,50187.25,50074.78,50165.46,192.37
2024-01-15 13:11:00,50165.46,50211.90,50139.87,50193.21,128.16
2024-01-15 13:12:00,50193.21,50293.49,50146.45,50270.64,153.14
2024-01-15 13:13:00,50270.64,50298.81,50200.42,50245.83,161.21
2024-01-15 13:14:00,50245.83,50284.10,50144.92,50183.19,96.08
2024-01-15 13:15:00,50183.19,50243.79,50171.97,50230.27,120.64
2024-01-15 13:16:00,50230.27,50241.37,50153.69,50171.74,163.56
2024-01-15 13:17:00,50171.74,50216.52,50076.43,50117.28,133.79
2024-01-15 13:18:00,50117.28,50125.61,50037.50,50067.36,112.52
2024-01-15 13:19:00,50067.36,50167.94,50062.78,50142.14,143.64
2024-01-15 13:20:00,50142.14,50154.13,50017.75,50047.44,118.72
2024-01-15 13:21:00,50047.44,50094.60,49989.68,50010.91,197.90
2024-01-15 13:22:00,50010.91,50087.95,49994.81,50073.98,197.53
2024-01-15 13:23:00,50073.98,50081.93,49998.30,50018.56,98.55
2024-01-15 13:24:00,50018.56,50112.14,49969.83,50063.89,92.60
2024-01-15 13:25:00,50063.89,50165.72,50026.12,50141.28,163.97
2024-01-15 13:26:00,50141.28,50188.13,50108.93,50148.70,121.18
2024-01-15 13:27:00,50148.70,50231.62,50113.87,50218.89,193.69
2024-01-15 13:28:00,50218.89,50282.80,50212.68,50250.88,178.23
2024-01-15 13:29:00,50250.88,50355.06,50201.76,50311.54,177.21
2024-01-15 13:30:00,50311.54,50313.75,50182.22,50213.19,116.64
2024-01-15 13:31:00,50213.19,50240.67,50095.54,50105.47,167.07
2024-01-15 13:32:00,50105.47,50128.03,49971.67,50008.60,86.93
2024-01-15 13:33:00,50008.60,50011.23,49945.51,49954.93,187.61
2024-01-15 13:34:00,49954.93,49983.13,49784.41,49807.51,85.49
2024-01-15 13:35:00,49807.51,49838.05,49680.35,49688.02,159.92
2024-01-15 13:36:00,49688.02,49709.55,49583.26,49607.46,120.67
2024-01-15 13:37:00,49607.46,49640.02,49456.72,49460.27,197.40
2024-01-15 13:38:00,49460.27,49506.84,49266.90,49312.32,170.44
2024-01-15 13:39:00,49312.32,49324.37,49164.75,49175.42,145.93
2024-01-15 13:40:00,49175.42,49205.04,49037.73,49057.37,141.22
2024-01-15 13:41:00,49057.37,49091.80,48953.12,48988.19,185.87
2024-01-15 13:42:00,48988.19,49000.60,48827.10,48841.99,198.79
2024-01-15 13:43:00,48841.99,48880.11,48703.09,48724.05,99.99
2024-01-15 13:44:00,48724.05,48738.50,48566.22,48604.80,126.44
2024-01-15 13:45:00,48604.80,48645.93,48541.76,48552.72,129.70
2024-01-15 13:46:00,48552.72,48587.67,48442.26,48480.65,118.49
2024-01-15 13:47:00,48480.65,48512.39,48340.28,48352.80,94.20
2024-01-15 13:48:00,48352.80,48373.22,48222.23,48262.73,88.57
2024-01-15 13:49:00,48262.73,48302.74,48155.27,48204.27,128.28
2024-01-15 13:50:00,48204.27,48217.64,48091.69,48139.50,142.12
2024-01-15 13:51:00,48139.50,48153.83,47952.68,47994.31,184.68
2024-01-15 13:52:00,47994.31,47997.09,47900.93,47933.57,173.08
2024-01-15 13:53:00,47933.57,47946.79,47821.35,47864.28,107.00
2024-01-15 13:54:00,47864.28,47911.32,47760.91,47797.15,112.27
2024-01-15 13:55:00,47797.15,47844.04,47598.83,47648.55,88.70
2024-01-15 13:56:00,47648.55,47678.31,47530.91,47572.37,110.75
2024-01-15 13:57:00,47572.37,47581.84,47406.75,47450.97,190.98
2024-01-15 13:58:00,47450.97,47499.72,47310.79,47357.81,161.64
2024-01-15 13:59:00,47357.81,47358.82,47192.07,47234.23,168.77
2024-01-15 14:00:00,47234.23,47283.00,47124.83,47156.08,153.23
2024-01-15 14:01:00,47156.08,47195.49,47134.95,47181.04,134.92
2024-01-15 14:02:00,47181.04,47219.95,47147.80,47176.32,89.04
2024-01-15 14:03:00,47176.32,47186.97,47082.56,47108.65,132.23
2024-01-15 14:04:00,47108.65,47141.94,46970.25,47014.94,192.98
2024-01-15 14:05:00,47014.94,47067.94,47005.08,47046.38,150.93
2024-01-15 14:06:00,47046.38,47086.40,46972.62,46981.04,115.87
2024-01-15 14:07:00,46981.04,46995.09,46889.83,46892.25,187.18
2024-01-15 14:08:00,46892.25,46911.39,46854.74,46867.89,141.34
2024-01-15 14:09:00,46867.89,46963.35,46841.43,46957.41,197.67
2024-01-15 14:10:00,46957.41,46991.24,46861.07,46906.52,193.53
2024-01-15 14:11:00,46906.52,46921.19,46831.47,46834.93,168.67
2024-01-15 14:12:00,46834.93,46873.30,46816.93,46856.91,147.97
2024-01-15 14:13:00,46856.91,46860.49,46758.35,46776.32,162.83
2024-01-15 14:14:00,46776.32,46783.89,46668.26,46707.71,193.08
2024-01-15 14:15:00,46707.71,46721.17,46567.76,46617.74,144.24
2024-01-15 14:16:00,46617.74,46620.29,46516.93,46560.60,167.51
2024-01-15 14:17:00,46560.60,46574.75,46497.20,46524.67,104.29
2024-01-15 14:18:00,46524.67,46552.55,46426.09,46444.42,94.88
2024-01-15 14:19:00,46444.42,46567.63,46426.23,46539.00,83.87
2024-01-15 14:20:00,46539.00,46605.25,46536.05,46604.66,157.42
2024-01-15 14:21:00,46604.66,46631.12,46499.27,46505.85,169.30
2024-01-15 14:22:00,46505.85,46569.32,46479.37,46567.64,190.52
2024-01-15 14:23:00,46567.64,46616.79,46473.88,46510.94,134.93
2024-01-15 14:24:00,46510.94,46632.51,46477.29,46597.00,181.74
2024-01-15 14:25:00,46597.00,46672.09,46553.90,46662.89,161.01
2024-01-15 14:26:00,46662.89,46731.59,46645.60,46730.00,166.55
2024-01-15 14:27:00,46730.00,46740.43,46706.92,46720.87,178.95
2024-01-15 14:28:00,46720.87,46737.50,46681.50,46736.59,98.63
2024-01-15 14:29:00,46736.59,46768.98,46706.64,46767.73,117.98
2024-01-15 14:30:00,46767.73,46784.56,46739.00,46781.99,134.10
2024-01-15 14:31:00,46781.99,46830.52,46694.69,46709.66,113.58
2024-01-15 14:32:00,46709.66,46728.58,46675.15,46699.46,85.41
2024-01-15 14:33:00,46699.46,46816.13,46694.71,46778.68,147.64
2024-01-15 14:34:00,46778.68,46783.42,46754.36,46765.43,118.56
2024-01-15 14:35:00,46765.43,46777.06,46651.00,46678.54,113.13
2024-01-15 14:36:00,46678.54,46683.63,46541.45,46588.44,144.78
2024-01-15 14:37:00,46588.44,46677.69,46586.32,46649.75,109.41
2024-01-15 14:38:00,46649.75,46679.43,46595.97,46608.71,117.14
2024-01-15 14:39:00,46608.71,46661.38,46593.72,46617.16,169.80
2024-01-15 14:40:00,46617.16,46646.87,46529.18,46540.95,167.56
2024-01-15 14:41:00,46540.95,46590.42,46464.93,46506.05,158.83
2024-01-15 14:42:00,46506.05,46536.62,46471.87,46528.19,151.01
2024-01-15 14:43:00,46528.19,46620.82,46512.78,46579.76,97.00
