timestamp,open,high,low,close,volume
2024-01-15 09:00:00,50000.00,50016.86,49945.83,50015.05,101.89
2024-01-15 09:01:00,50015.05,50069.94,49878.92,49978.50,86.77
2024-01-15 09:02:00,49978.50,49982.53,49923.30,49929.42,82.04
2024-01-15 09:03:00,49929.42,49943.74,49869.20,49933.01,116.59
2024-01-15 09:04:00,49933.01,50031.92,49876.57,49912.55,95.20
2024-01-15 09:05:00,49912.55,49961.92,49868.65,49903.98,116.16
2024-01-15 09:06:00,49903.98,49929.24,49854.48,49883.27,117.06
2024-01-15 09:07:00,49883.27,49973.96,49848.85,49896.41,116.19
2024-01-15 09:08:00,49896.41,49974.24,49798.82,49890.12,108.44
2024-01-15 09:09:00,49890.12,49965.47,49836.19,49930.46,99.93
2024-01-15 09:10:00,49930.46,50008.64,49828.21,49887.38,84.18
2024-01-15 09:11:00,49887.38,49911.37,49782.65,49872.44,87.49
2024-01-15 09:12:00,49872.44,49968.02,49865.16,49906.97,99.98
2024-01-15 09:13:00,49906.97,49938.64,49872.33,49935.24,100.94
2024-01-15 09:14:00,49935.24,50004.66,49894.89,49967.99,118.23
2024-01-15 09:15:00,49967.99,50075.49,49955.42,50014.66,94.09
2024-01-15 09:16:00,50014.66,50058.10,49917.63,50040.40,101.40
2024-01-15 09:17:00,50040.40,50103.25,49947.11,50010.15,82.95
2024-01-15 09:18:00,50010.15,50110.08,49971.38,50048.64,82.11
2024-01-15 09:19:00,50048.64,50120.70,50007.44,50014.26,101.59
2024-01-15 09:20:00,50014.26,50084.75,49963.86,50061.29,102.72
2024-01-15 09:21:00,50061.29,50108.72,49983.53,50020.75,108.17
2024-01-15 09:22:00,50020.75,50046.86,49936.81,50022.94,97.92
2024-01-15 09:23:00,50022.94,50033.07,49951.24,50017.74,105.15
2024-01-15 09:24:00,50017.74,50108.00,49938.44,50040.46,109.18
2024-01-15 09:25:00,50040.46,50095.54,49955.98,50041.93,114.96
2024-01-15 09:26:00,50041.93,50094.32,49990.29,50019.87,115.34
2024-01-15 09:27:00,50019.87,50064.66,49927.57,50040.88,101.00
2024-01-15 09:28:00,50040.88,50140.49,49940.01,50004.26,96.26
2024-01-15 09:29:00,50004.26,50132.24,49914.85,50052.07,103.13
2024-01-15 09:30:00,50052.07,50062.36,50039.58,50055.75,121.12
2024-01-15 09:31:00,50055.75,50085.53,50009.53,50045.87,136.11
2024-01-15 09:32:00,50045.87,50074.23,50023.09,50035.85,134.38
2024-01-15 09:33:00,50035.85,50059.92,49980.63,50013.02,119.42
2024-01-15 09:34:00,50013.02,50036.70,49989.62,49993.30,134.90
2024-01-15 09:35:00,49993.30,50030.06,49958.69,49974.29,145.93
2024-01-15 09:36:00,50242.07,50328.16,50224.84,50302.07,185.72
2024-01-15 09:37:00,50302.07,50341.20,50273.45,50330.64,136.58
2024-01-15 09:38:00,50262.07,50262.07,50237.07,50247.07,132.62
